id,累计确诊,累计确诊新增,目前感染人数,目前感染人数新增,日期,年月,日,省份
910,139,0,0,0,20200422,202004,22,甘肃省
911,139,0,0,0,20200423,202004,23,甘肃省
912,139,0,0,0,20200424,202004,24,甘肃省
913,139,0,0,0,20200425,202004,25,甘肃省
914,139,0,0,0,20200426,202004,26,甘肃省
915,139,0,0,0,20200427,202004,27,甘肃省
916,139,0,0,0,20200428,202004,28,甘肃省
917,139,0,0,0,20200429,202004,29,甘肃省
918,139,0,0,0,20200430,202004,30,甘肃省
919,139,0,0,0,20200501,202005,1,甘肃省
920,139,0,0,0,20200502,202005,2,甘肃省
921,139,0,0,0,20200503,202005,3,甘肃省
922,139,0,0,0,20200504,202005,4,甘肃省
923,139,0,0,0,20200505,202005,5,甘肃省
924,139,0,0,0,20200506,202005,6,甘肃省
925,139,0,0,0,20200507,202005,7,甘肃省
926,139,0,0,0,20200508,202005,8,甘肃省
927,139,0,0,0,20200509,202005,9,甘肃省
928,139,0,0,0,20200510,202005,10,甘肃省
929,139,0,0,0,20200511,202005,11,甘肃省
930,139,0,0,0,20200512,202005,12,甘肃省
931,139,0,0,0,20200513,202005,13,甘肃省
932,139,0,0,0,20200514,202005,14,甘肃省
933,139,0,0,0,20200515,202005,15,甘肃省
934,139,0,0,0,20200516,202005,16,甘肃省
935,139,0,0,0,20200517,202005,17,甘肃省
936,139,0,0,0,20200518,202005,18,甘肃省
937,139,0,0,0,20200519,202005,19,甘肃省
938,139,0,0,0,20200520,202005,20,甘肃省
939,139,0,0,0,20200521,202005,21,甘肃省
940,139,0,0,0,20200522,202005,22,甘肃省
941,139,0,0,0,20200523,202005,23,甘肃省
942,139,0,0,0,20200524,202005,24,甘肃省
943,139,0,0,0,20200525,202005,25,甘肃省
944,139,0,0,0,20200526,202005,26,甘肃省
945,139,0,0,0,20200527,202005,27,甘肃省
946,139,0,0,0,20200528,202005,28,甘肃省
947,139,0,0,0,20200529,202005,29,甘肃省
948,139,0,0,0,20200530,202005,30,甘肃省
949,139,0,0,0,20200531,202005,31,甘肃省
950,139,0,0,0,20200601,202006,1,甘肃省
951,139,0,0,0,20200602,202006,2,甘肃省
952,139,0,0,0,20200603,202006,3,甘肃省
953,139,0,0,0,20200604,202006,4,甘肃省
954,139,0,0,0,20200605,202006,5,甘肃省
955,139,0,0,0,20200606,202006,6,甘肃省
956,139,0,0,0,20200607,202006,7,甘肃省
957,139,0,0,0,20200608,202006,8,甘肃省
958,139,0,0,0,20200609,202006,9,甘肃省
959,139,0,0,0,20200610,202006,10,甘肃省
960,139,0,0,0,20200611,202006,11,甘肃省
961,139,0,0,0,20200612,202006,12,甘肃省
962,139,0,0,0,20200613,202006,13,甘肃省
963,139,0,0,0,20200614,202006,14,甘肃省
964,139,0,0,0,20200615,202006,15,甘肃省
965,149,10,10,10,20200616,202006,16,甘肃省
966,150,1,11,1,20200617,202006,17,甘肃省
967,151,1,12,1,20200618,202006,18,甘肃省
968,151,0,12,0,20200619,202006,19,甘肃省
969,151,0,12,0,20200620,202006,20,甘肃省
970,151,0,12,0,20200621,202006,21,甘肃省
971,158,7,19,7,20200622,202006,22,甘肃省
972,158,0,18,-1,20200623,202006,23,甘肃省
973,161,3,21,3,20200624,202006,24,甘肃省
974,161,0,20,-1,20200625,202006,25,甘肃省
975,162,1,21,1,20200626,202006,26,甘肃省
976,163,1,21,0,20200627,202006,27,甘肃省
977,163,0,21,0,20200628,202006,28,甘肃省
978,164,1,19,-2,20200629,202006,29,甘肃省
979,164,0,16,-3,20200630,202006,30,甘肃省
980,164,0,13,-3,20200701,202007,1,甘肃省
981,164,0,9,-4,20200702,202007,2,甘肃省
982,3,3,3,3,20200123,202001,23,陕西省
983,5,2,5,2,20200124,202001,24,陕西省
984,22,17,22,17,20200125,202001,25,陕西省
985,35,13,35,13,20200126,202001,26,陕西省
986,46,11,46,11,20200127,202001,27,陕西省
987,56,10,56,10,20200128,202001,28,陕西省
988,63,7,63,7,20200129,202001,29,陕西省
989,87,24,87,24,20200130,202001,30,陕西省
990,101,14,101,14,20200131,202001,31,陕西省
991,116,15,116,15,20200201,202002,1,陕西省
992,128,12,128,12,20200202,202002,2,陕西省
993,142,14,142,14,20200203,202002,3,陕西省
994,165,23,164,22,20200204,202002,4,陕西省
995,173,8,171,7,20200205,202002,5,陕西省
996,184,11,178,7,20200206,202002,6,陕西省
997,195,11,184,6,20200207,202002,7,陕西省
998,208,13,191,7,20200208,202002,8,陕西省
999,213,5,193,2,20200209,202002,9,陕西省
1000,219,6,193,0,20200210,202002,10,陕西省
1001,225,6,194,1,20200211,202002,11,陕西省
1002,225,0,189,-5,20200212,202002,12,陕西省
1003,229,4,187,-2,20200213,202002,13,陕西省
1004,230,1,181,-6,20200214,202002,14,陕西省
